,Player,player_name,All_NBA,All_Star,Draft_Yr,Pk,Team,College,Yrs,Games_Career,Minutes_Played_Career,PTS_Career,TRB_Career,AST_Career,FG_Percentage,TP_Percentage,FT_Percentage,Minutes_per_Game,Points_Per_Game,TRB_per_Game,Assists_per_Game,Win_Share,WS_per_game,BPM_Career,VORP_Career,Executive,exec_name,Prior_Player,ethnic,Tenure,tenure_years,Exec_ID,Exec_draft_exp,attend_college,first_year,second_year,third_year,fourth_year,fifth_year
1186,GordanGiricek,gordangiricek,0,0,1999,40,DAL,0,6,384,8824,3670,941,584,0.442,0.368,0.823,23,9.6,2.5,1.5,8,0.044,-3.1,-2.5,DonNelson,donnelson,1,W,2962,8.12,49,20,0,0,0,0,0,0
1187,EtanThomas,etanthomas,0,0,2000,12,DAL,Syracuse University,9,409,7084,2341,1927,149,0.513,0,0.603,17.3,5.7,4.7,0.4,14.9,0.101,-2.6,-1,DonNelson,donnelson,1,W,2962,8.12,49,21,1,0,0,0,0,0
1188,DanLanghi,danlanghi,0,0,2000,31,DAL,Vanderbilt University,4,133,1253,393,199,39,0.391,0.289,0.613,9.4,3,1.5,0.3,0.3,0.012,-6.8,-1.5,DonNelson,donnelson,1,W,2962,8.12,49,21,1,0,0,0,0,0
1189,PeteMickeal,petemickeal,0,0,2000,58,DAL,University of Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonNelson,donnelson,1,W,2962,8.12,49,21,1,0,0,0,0,0
1190,KyleHill,kylehill,0,0,2001,43,DAL,Eastern Illinois University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonNelson,donnelson,1,W,2962,8.12,49,22,1,0,0,0,0,0
1191,KennySatterfield,kennysatterfield,0,0,2001,53,DAL,University of Cincinnati,2,75,1062,321,95,176,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051,-6.1,-1.1,DonNelson,donnelson,1,W,2962,8.12,49,22,1,0,0,0,0,0
1192,MladenSekularac,mladensekularac,0,0,2002,54,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonNelson,donnelson,1,W,2962,8.12,49,23,0,0,0,0,0,0
1193,JoshHoward,joshhoward,0,0,2003,29,DAL,Wake Forest University,10,507,15350,7270,2886,817,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38,0.119,0.6,10.3,DonNelson,donnelson,1,W,2962,8.12,49,24,1,0,0,0,0,0
1194,XueYuyang,xueyuyang,0,0,2003,57,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonNelson,donnelson,1,W,2962,8.12,49,24,0,0,0,0,0,0
1195,VassilisSpanoulis,vassilisspanoulis,0,0,2004,50,DAL,0,1,31,272,85,22,28,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01,-6.7,-0.3,DonNelson,donnelson,1,W,2962,8.12,49,25,0,0,0,0,0,0
1196,MauriceAger,mauriceager,0,0,2006,28,DAL,Michigan State University,4,82,505,169,46,19,0.339,0.25,0.566,6.2,2.1,0.6,0.2,-0.9,-0.089,-10.4,-1.1,DonnNelson,donnnelson,0,W,4213,11.54,50,1,1,0,0,0,0,0
1197,J.R.Pinnock,j.r.pinnock,0,0,2006,58,DAL,George Washington University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnNelson,donnnelson,0,W,4213,11.54,50,1,1,0,0,0,0,0
1198,NickFazekas,nickfazekas,0,0,2007,34,DAL,"University of Nevada, Reno",1,26,269,107,89,11,0.561,0,0.682,10.3,4.1,3.4,0.4,0.8,0.148,-0.1,0.1,DonnNelson,donnnelson,0,W,4213,11.54,50,2,1,0,0,0,0,0
1199,RenaldasSeibutis,renaldasseibutis,0,0,2007,50,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnNelson,donnnelson,0,W,4213,11.54,50,2,0,0,0,0,0,0
1200,MilovanRakovic,milovanrakovic,0,0,2007,60,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnNelson,donnnelson,0,W,4213,11.54,50,2,0,0,0,0,0,0
1201,ShanFoster,shanfoster,0,0,2008,51,DAL,Vanderbilt University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnNelson,donnnelson,0,W,4213,11.54,50,3,1,0,0,0,0,0
1202,ByronMullens,byronmullens,0,0,2009,24,DAL,Ohio State University,5,189,3446,1398,790,153,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3,DonnNelson,donnnelson,0,W,4213,11.54,50,4,1,0,0,0,0,0
1203,AhmadNivins,ahmadnivins,0,0,2009,56,DAL,Saint Joseph's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnNelson,donnnelson,0,W,4213,11.54,50,4,1,0,0,0,0,0
1204,SolomonAlabi,solomonalabi,0,0,2010,50,DAL,Florida State University,2,26,181,39,61,5,0.314,0,0.7,7,1.5,2.3,0.2,0,0.01,-5.4,-0.2,DonnNelson,donnnelson,0,W,4213,11.54,50,5,1,0,0,0,0,0
1205,JordanHamilton,jordanhamilton,0,0,2011,26,DAL,University of Texas at Austin,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-1.5,0.3,DonnNelson,donnnelson,0,W,4213,11.54,50,6,1,0,0,0,0,1
1206,TarguyNgombo,targuyngombo,0,0,2011,57,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnNelson,donnnelson,0,W,4213,11.54,50,6,0,0,0,0,0,1
1207,TylerZeller,tylerzeller,0,0,2012,17,DAL,University of North Carolina,4,289,5523,2206,1363,274,0.5,0,0.783,19.1,7.6,4.7,0.9,12.8,0.111,-1.4,0.8,DonnNelson,donnnelson,0,W,4213,11.54,50,7,1,0,0,0,1,0
1208,DariusJohnson-Odom,dariusjohnson-odom,0,0,2012,55,DAL,Marquette University,2,7,21,0,6,2,0,0,0,3,0,0.9,0.3,-0.3,-0.597,-23.2,-0.1,DonnNelson,donnnelson,0,W,4213,11.54,50,7,1,0,0,0,1,0
1209,KellyOlynyk,kellyolynyk,0,0,2013,13,DAL,Gonzaga University,3,203,4218,1950,949,323,0.465,0.373,0.746,20.8,9.6,4.7,1.6,10.6,0.12,1.3,3.5,DonnNelson,donnnelson,0,W,4213,11.54,50,8,1,0,0,1,0,0
1210,MikeMuscala,mikemuscala,0,0,2013,44,DAL,Bucknell University,3,120,1282,468,288,66,0.505,0.328,0.859,10.7,3.9,2.4,0.6,3.7,0.137,-0.6,0.5,DonnNelson,donnnelson,0,W,4213,11.54,50,8,1,0,0,1,0,0
1211,JustinAnderson,justinanderson,0,0,2015,21,DAL,University of Virginia,1,55,647,208,132,29,0.406,0.265,0.8,11.8,3.8,2.4,0.5,1.1,0.083,-1.2,0.1,DonnNelson,donnnelson,0,W,4213,11.54,50,9,1,1,0,0,0,0
1212,SatnamSingh,satnamsingh,0,0,2015,52,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnNelson,donnnelson,0,W,4213,11.54,50,9,0,1,0,0,0,0
1213,ChuckPerson,chuckperson,0,0,1986,4,IND,Auburn University,13,943,28941,13858,4763,2645,0.458,0.362,0.723,30.7,14.7,5.1,2.8,38.9,0.065,-0.2,12.9,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,1,1,0,0,0,0,0
1214,GregDreiling,gregdreiling,0,0,1986,26,IND,University of Kansas,10,474,4241,1014,1018,186,0.467,0.333,0.649,8.9,2.1,2.1,0.4,4,0.045,-4.1,-2.3,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,1,1,0,0,0,0,0
1215,DerrickTaylor,derricktaylor,0,0,1986,72,IND,Louisiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,1,1,0,0,0,0,0
1216,RichardRellford,richardrellford,0,0,1986,95,IND,University of Michigan,1,4,42,16,7,1,0.625,0,0.75,10.5,4,1.8,0.3,0,0.048,-5.4,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,1,1,0,0,0,0,0
1217,JeffHall,jeffhall,0,0,1986,118,IND,University of Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,1,1,0,0,0,0,0
1218,SteveWoodside,stevewoodside,0,0,1986,141,IND,Oregon State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,1,1,0,0,0,0,0
1219,ReggieMiller,reggiemiller,3,5,1987,11,IND,"University of California, Los Angeles",18,1389,47619,25279,4182,4141,0.471,0.395,0.888,34.3,18.2,3,3,174.4,0.176,3.3,63.2,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,2,1,0,0,0,0,0
1220,BrianRowsom,brianrowsom,0,0,1987,34,IND,University of North Carolina at Wilmington,3,82,1092,457,273,47,0.455,0.667,0.818,13.3,5.6,3.3,0.6,2.4,0.107,-2.1,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,2,1,0,0,0,0,0
1221,SeanCouch,seancouch,0,0,1987,60,IND,Columbia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,2,1,0,0,0,0,0
1222,MikeMilling,mikemilling,0,0,1987,103,IND,University of North Carolina at Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,2,1,0,0,0,0,0
1223,GaryGraham,garygraham,0,0,1987,126,IND,"University of Nevada, Las Vegas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,2,1,0,0,0,0,0
1224,MontelHatcher,montelhatcher,0,0,1987,149,IND,"University of California, Los Angeles",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,2,1,0,0,0,0,0
1225,MichaelAnderson,michaelanderson,0,0,1988,73,IND,Drexel University,1,36,730,204,89,153,0.417,0.143,0.695,20.3,5.7,2.5,4.3,0.2,0.01,-3.4,-0.3,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,3,1,0,0,0,0,0
1226,RikSmits,riksmits,0,0,1988,2,IND,Marist College,12,867,23100,12871,5277,1215,0.507,0.115,0.773,26.6,14.8,6.1,1.4,56.6,0.118,-0.5,8.5,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,3,1,0,0,0,0,0
1227,HerbertCrook,herbertcrook,0,0,1988,61,IND,University of Louisville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,3,1,0,0,0,0,0
1228,GeorgeMcCloud,georgemccloud,0,0,1989,7,IND,Florida State University,12,766,17429,6925,2342,1769,0.402,0.358,0.81,22.8,9,3.1,2.3,24.6,0.068,-0.7,5.6,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,4,1,0,0,0,0,0
1229,AntonioDavis,antoniodavis,0,0,1990,45,IND,University of Texas at El Paso,13,903,26084,9041,6755,1017,0.448,0.087,0.727,28.9,10,7.5,1.1,59.6,0.11,-0.7,8.8,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,5,1,0,0,0,0,0
1230,KennyWilliams,kennywilliams,0,0,1990,46,IND,Elizabeth City State University,4,260,2918,1247,693,161,0.511,0,0.68,11.2,4.8,2.7,0.6,7.4,0.122,0,1.4,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,5,1,0,0,0,0,0
1231,DaleDavis,daledavis,0,0,1991,13,IND,Clemson University,16,1094,29606,8706,8605,978,0.53,0,0.562,27.1,8,7.9,0.9,86.9,0.141,1.8,28.6,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,6,1,0,0,0,0,0
1232,SeanGreen,seangreen,0,0,1991,41,IND,Iona College,3,84,671,352,85,45,0.386,0.246,0.62,8,4.2,1,0.5,-1.3,-0.095,-8.3,-1.1,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,6,1,0,0,0,0,0
1233,MalikSealy,maliksealy,0,0,1992,14,IND,St. John's University,8,493,11720,4955,1585,816,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07,-1.4,1.7,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,7,1,0,0,0,0,0
1234,ScottHaskin,scotthaskin,0,0,1993,14,IND,Oregon State University,1,27,186,55,55,6,0.467,0,0.684,6.9,2,2,0.2,0.3,0.087,-2.9,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,8,1,0,0,0,0,0
1235,ThomasHill,thomashill,0,0,1993,39,IND,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,8,1,0,0,0,0,0
1236,SpencerDunkley,spencerdunkley,0,0,1993,51,IND,University of Delaware,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,8,1,0,0,0,0,0
1237,EricPiatkowski,ericpiatkowski,0,0,1994,15,IND,University of Nebraska,14,789,14613,5919,1716,778,0.434,0.399,0.839,18.5,7.5,2.2,1,31,0.102,-0.5,5.5,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,9,1,0,0,0,0,0
1238,WilliamNjoku,williamnjoku,0,0,1994,41,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,9,0,0,0,0,0,0
1239,DamonBailey,damonbailey,0,0,1994,44,IND,Indiana University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,9,1,0,0,0,0,0
1240,TravisBest,travisbest,0,0,1995,23,IND,Georgia Institute of Technology,10,708,15150,5376,1249,2444,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.9,4,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,10,1,0,0,0,0,0
1241,FredHoiberg,fredhoiberg,0,0,1995,52,IND,Iowa State University,10,541,9978,2944,1438,846,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,0.7,6.9,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,10,1,0,0,0,0,0
1242,ErickDampier,erickdampier,0,0,1996,10,IND,Mississippi State University,16,987,24003,7309,7005,817,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,0.2,13.1,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,11,1,0,0,0,0,0
1243,MarkPope,markpope,0,0,1996,52,IND,University of Kentucky,6,153,1634,285,261,63,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,11,1,0,0,0,0,0
1244,AustinCroshere,austincroshere,0,0,1997,12,IND,Providence College,12,659,11480,4475,2649,627,0.407,0.34,0.861,17.4,6.8,4,1,27.6,0.115,-0.5,4.3,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,12,1,0,0,0,0,0
1245,AlHarrington,alharrington,0,0,1998,25,IND,0,16,981,28009,13237,5482,1649,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073,-1.2,5.5,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,13,0,0,0,0,0,0
1246,VonteegoCummings,vonteegocummings,0,0,1999,26,IND,University of Pittsburgh,3,199,3789,1381,373,534,0.383,0.321,0.726,19,6.9,1.9,2.7,2.2,0.028,-2.9,-0.9,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,14,1,0,0,0,0,0
1247,PrimozBrezec,primozbrezec,0,0,2000,27,IND,0,8,342,6192,2452,1327,179,0.498,0.167,0.701,18.1,7.2,3.9,0.5,10.8,0.084,-2.5,-0.8,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,15,0,0,0,0,0,0
1248,JaquayWalls,jaquaywalls,0,0,2000,56,IND,University of Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,15,1,0,0,0,0,0
1249,JamisonBrewer,jamisonbrewer,0,0,2001,40,IND,Auburn University,4,54,468,89,50,56,0.372,0.25,0.393,8.7,1.6,0.9,1,0,-0.001,-4.4,-0.3,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,16,1,0,0,0,0,0
1250,FredJones,fredjones,0,0,2002,14,IND,University of Oregon,7,430,10299,3206,958,990,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077,-0.9,2.8,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,17,1,0,0,0,0,0
1251,JamesJones,jamesjones,0,0,2003,49,IND,University of Miami,13,661,10717,3585,1239,352,0.399,0.398,0.846,16.2,5.4,1.9,0.5,24.3,0.109,-0.5,4,DonnieWalsh,donniewalsh,1,W,6291,17.24,51,18,1,0,0,0,0,0
1252,DaniloGallinari,danilogallinari,0,0,2008,6,NYK,0,7,397,12188,5908,1826,764,0.415,0.366,0.855,30.7,14.9,4.6,1.9,34.2,0.135,1.1,9.6,DonnieWalsh,donniewalsh,1,W,1184,3.24,51,19,0,0,0,0,0,0
1253,JordanHill,jordanhill,0,0,2009,8,NYK,University of Arizona,7,402,7645,3220,2375,322,0.497,0.136,0.698,19,8,5.9,0.8,16.4,0.103,-1.9,0.2,DonnieWalsh,donniewalsh,1,W,1184,3.24,51,20,1,0,0,0,0,0
1254,AndyRautins,andyrautins,0,0,2010,38,NYK,Syracuse University,1,5,24,8,1,3,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-16,-0.1,DonnieWalsh,donniewalsh,1,W,1184,3.24,51,21,1,0,0,0,0,0
1255,LandryFields,landryfields,0,0,2010,39,NYK,Stanford University,5,255,6010,1731,1092,419,0.473,0.332,0.666,23.6,6.8,4.3,1.6,10.5,0.084,-0.1,2.8,DonnieWalsh,donniewalsh,1,W,1184,3.24,51,21,1,0,0,0,0,0
1256,ImanShumpert,imanshumpert,0,0,2011,17,NYK,Georgia Institute of Technology,5,294,7524,2170,1057,595,0.393,0.334,0.757,25.6,7.4,3.6,2,9.6,0.061,0,3.7,DonnieWalsh,donniewalsh,1,W,1184,3.24,51,22,1,0,0,0,0,1
1257,MilesPlumlee,milesplumlee,0,0,2012,26,IND,Duke University,4,228,4083,1267,1200,95,0.534,0,0.552,17.9,5.6,5.3,0.4,8.8,0.103,-1.3,0.7,DonnieWalsh,donniewalsh,1,W,365,1,51,23,1,0,0,0,1,0
1258,SolomonHill,solomonhill,0,0,2013,23,IND,University of Arizona,3,169,3473,1022,521,253,0.409,0.325,0.831,20.6,6,3.1,1.5,6,0.084,-0.4,1.4,DonnieWalsh,donniewalsh,1,W,365,1,51,24,1,0,0,1,0,0
1259,ColtonIverson,coltoniverson,0,0,2013,53,IND,Colorado State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DonnieWalsh,donniewalsh,1,W,365,1,51,24,1,0,0,1,0,0
1260,TheoRatliff,theoratliff,0,0,1995,18,DET,University of Wyoming,16,810,20500,5809,4596,465,0.496,0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0.9,15.1,DougCollins,dougcollins,1,W,1013,2.78,52,1,1,0,0,0,0,0
1261,RandolphChildress,randolphchildress,0,0,1995,19,DET,Wake Forest University,2,51,405,124,25,49,0.328,0.273,0.8,7.9,2.4,0.5,1,-0.2,-0.026,-6.4,-0.4,DougCollins,dougcollins,1,W,1013,2.78,52,1,1,0,0,0,0,0
1262,LouRoe,louroe,0,0,1995,30,DET,University of Massachusetts Amherst,2,66,479,130,92,21,0.333,0.25,0.647,7.3,2,1.4,0.3,0,-0.001,-5.7,-0.5,DougCollins,dougcollins,1,W,1013,2.78,52,1,1,0,0,0,0,0
1263,DonReid,donreid,0,0,1995,58,DET,Georgetown University,8,403,5374,1454,1169,143,0.53,0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,-0.2,2.4,DougCollins,dougcollins,1,W,1013,2.78,52,1,1,0,0,0,0,0
1264,JeromeWilliams,jeromewilliams,0,0,1996,26,DET,Georgetown University,9,587,12755,3865,3743,474,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.143,0.8,9,DougCollins,dougcollins,1,W,1013,2.78,52,2,1,0,0,0,0,0
1265,ScotPollard,scotpollard,0,0,1997,19,DET,University of Kansas,11,506,8372,2222,2351,220,0.494,0,0.709,16.5,4.4,4.6,0.4,26.6,0.153,0.6,5.5,DougCollins,dougcollins,1,W,1013,2.78,52,3,1,0,0,0,0,0
1266,CharlesO'Bannon,charleso'bannon,0,0,1997,31,DET,"University of California, Los Angeles",2,48,399,120,67,29,0.4,0,0.87,8.3,2.5,1.4,0.6,0.6,0.07,-2.8,-0.1,DougCollins,dougcollins,1,W,1013,2.78,52,3,1,0,0,0,0,0
1267,AntoineWright,antoinewright,0,0,2005,15,NJN,Texas A&M University,6,297,5714,1614,681,295,0.412,0.304,0.674,19.2,5.4,2.3,1,3.1,0.026,-3.1,-1.5,EdStefanski,edstefanski,1,W,1253,3.43,53,1,1,0,0,0,0,0
1268,MileIlic,mileilic,0,0,2005,43,NJN,0,1,5,6,0,1,0,0,0,0,1.2,0,0.2,0,-0.2,-1.264,-53.6,-0.1,EdStefanski,edstefanski,1,W,1253,3.43,53,1,0,0,0,0,0,0
1269,MarcusWilliams,marcuswilliams,0,0,2006,22,NJN,University of Connecticut,4,203,3095,1128,361,574,0.386,0.321,0.767,15.2,5.6,1.8,2.8,0,-0.001,-4.6,-2,EdStefanski,edstefanski,1,W,1253,3.43,53,2,1,0,0,0,0,0
1270,JoshBoone,joshboone,0,0,2006,23,NJN,University of Connecticut,4,256,4482,1340,1258,125,0.544,0,0.445,17.5,5.2,4.9,0.5,9.1,0.097,-1.9,0.1,EdStefanski,edstefanski,1,W,1253,3.43,53,2,1,0,0,0,0,0
1271,HassanAdams,hassanadams,0,0,2006,54,NJN,University of Arizona,2,73,547,185,84,14,0.534,0,0.643,7.5,2.5,1.2,0.2,0.8,0.072,-4.4,-0.3,EdStefanski,edstefanski,1,W,1253,3.43,53,2,1,0,0,0,0,0
1272,SeanWilliams,seanwilliams,0,0,2007,17,NJN,Boston College,4,137,1978,581,472,47,0.511,0,0.624,14.4,4.2,3.4,0.3,3,0.073,-2,0,EdStefanski,edstefanski,1,W,1253,3.43,53,3,1,0,0,0,0,0
1273,MarreeseSpeights,marreesespeights,0,0,2008,16,PHI,University of Florida,8,571,8679,4479,2369,356,0.467,0.305,0.791,15.2,7.8,4.1,0.6,21,0.116,-3.3,-2.9,EdStefanski,edstefanski,1,W,982,2.69,53,4,1,0,0,0,0,0
1274,JrueHoliday,jrueholiday,0,0,2009,17,PHI,"University of California, Los Angeles",7,437,14067,6162,1536,2659,0.439,0.368,0.801,32.2,14.1,3.5,6.1,22.7,0.078,0.8,10,EdStefanski,edstefanski,1,W,982,2.69,53,5,1,0,0,0,0,0
1275,EvanTurner,evanturner,0,0,2010,2,PHI,Ohio State University,6,469,13390,5033,2421,1763,0.432,0.305,0.777,28.6,10.7,5.2,3.8,14.7,0.053,-2,0.1,EdStefanski,edstefanski,1,W,982,2.69,53,6,1,0,0,0,0,0
1276,LonnieShelton,lonnieshelton,0,0,1976,25,NYK,Oregon State University,10,673,18530,8049,4136,1459,0.492,0.097,0.738,27.5,12,6.1,2.2,37.5,0.097,1.1,14.7,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1277,JohnMcGill,johnmcgill,0,0,1976,41,NYK,Alcorn State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1278,RickBullock,rickbullock,0,0,1976,57,NYK,Texas Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1279,BeaverSmith,beaversmith,0,0,1976,76,NYK,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1280,JoeJones,joejones,0,0,1976,93,NYK,Grambling State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1281,BoydBatts,boydbatts,0,0,1976,110,NYK,"University of Nevada, Las Vegas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1282,RickMcCutcheon,rickmccutcheon,0,0,1976,130,NYK,Arizona State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1283,ArchieTalley,archietalley,0,0,1976,147,NYK,Salem International University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1284,EugeneShy,eugeneshy,0,0,1976,163,NYK,University of Florida,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,1,1,0,0,0,0,0
1285,RayWilliams,raywilliams,0,0,1977,10,NYK,University of Minnesota,10,655,18462,10158,2370,3779,0.451,0.237,0.802,28.2,15.5,3.6,5.8,37.1,0.096,1.7,17.4,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
1286,GlenGondrezick,glengondrezick,0,0,1977,26,NYK,"University of Nevada, Las Vegas",6,435,7545,2544,1964,605,0.473,0.143,0.724,17.3,5.8,4.5,1.4,15.9,0.101,1.1,5.9,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
1287,TobyKnight,tobyknight,0,0,1977,32,NYK,University of Notre Dame,4,283,7331,3640,1444,335,0.519,0,0.74,25.9,12.9,5.1,1.2,15.7,0.103,-0.5,2.8,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
1288,LloydMcMillian,lloydmcmillian,0,0,1977,54,NYK,"California State University, Long Beach",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
1289,SteveHayes,stevehayes,0,0,1977,76,NYK,Idaho State University,5,212,2296,545,526,85,0.482,0,0.5,10.8,2.6,2.5,0.4,2.9,0.061,-2.6,-0.4,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
1290,BillTerry,billterry,0,0,1977,98,NYK,Monmouth University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
1291,JerryGraycraft,jerrygraycraft,0,0,1977,120,NYK,Milligan College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
1292,TomWeadock,tomweadock,0,0,1977,140,NYK,St. John's University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EddieDonovan,eddiedonovan,0,W,2592,7.1,54,2,1,0,0,0,0,0
