,Player,player_name,All_NBA,All_Star,Draft_Yr,Pk,Team,College,Yrs,Games_Career,Minutes_Played_Career,PTS_Career,TRB_Career,AST_Career,FG_Percentage,TP_Percentage,FT_Percentage,Minutes_per_Game,Points_Per_Game,TRB_per_Game,Assists_per_Game,Win_Share,WS_per_game,BPM_Career,VORP_Career,Executive,exec_name,Prior_Player,ethnic,Tenure,tenure_years,Exec_ID,Exec_draft_exp,attend_college,first_year,second_year,third_year,fourth_year,fifth_year
2435,MikeMcConalthy,mikemcconalthy,0,0,1977,79,CHI,Louisiana Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JonKovler,jonkovler,0,W,619,1.7,93,1,1,0,0,0,0,0
2436,NateDavis,natedavis,0,0,1977,101,CHI,University of South Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JonKovler,jonkovler,0,W,619,1.7,93,1,1,0,0,0,0,0
2437,JayChessman,jaychessman,0,0,1977,123,CHI,Brigham Young University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JonKovler,jonkovler,0,W,619,1.7,93,1,1,0,0,0,0,0
2438,MikeSmith,mikesmith,0,0,1977,143,CHI,University of Evansville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JonKovler,jonkovler,0,W,619,1.7,93,1,1,0,0,0,0,0
2439,RichRhodes,richrhodes,0,0,1977,162,CHI,Eastern Illinois University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JonKovler,jonkovler,0,W,619,1.7,93,1,1,0,0,0,0,0
2440,SamakiWalker,samakiwalker,0,0,1996,9,DAL,University of Louisville,10,445,7612,2376,2089,252,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-3,-1.8,KeithGrant,keithgrant,0,W,154,0.42,94,1,1,0,0,0,0,0
2441,ShawnHarvey,shawnharvey,0,0,1996,34,DAL,West Virginia State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KeithGrant,keithgrant,0,W,154,0.42,94,1,1,0,0,0,0,0
2442,DarnellRobinson,darnellrobinson,0,0,1996,58,DAL,University of Arkansas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KeithGrant,keithgrant,0,W,154,0.42,94,1,1,0,0,0,0,0
2443,KevinGarnett,kevingarnett,9,15,1995,5,MIN,0,21,1462,50418,26071,14662,5445,0.497,0.275,0.789,34.5,17.8,10,3.7,191.4,0.182,5.4,94,KevinMcHale,kevinmchale,1,W,4960,13.59,95,1,0,0,0,0,0,0
2444,MarkDavis,markdavis,0,0,1995,48,MIN,Texas Tech University,5,230,3681,1261,697,294,0.442,0.246,0.655,16,5.5,3,1.3,2.3,0.03,-1.7,0.3,KevinMcHale,kevinmchale,1,W,4960,13.59,95,1,1,0,0,0,0,0
2445,JeromeAllen,jeromeallen,0,0,1995,49,MIN,University of Pennsylvania,2,117,1305,336,123,201,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-4.2,-0.7,KevinMcHale,kevinmchale,1,W,4960,13.59,95,1,1,0,0,0,0,0
2446,RayAllen,rayallen,2,10,1996,5,MIN,University of Connecticut,18,1300,46344,24505,5272,4361,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,3,58.1,KevinMcHale,kevinmchale,1,W,4960,13.59,95,2,1,0,0,0,0,0
2447,PaulGrant,paulgrant,0,0,1997,20,MIN,University of Wisconsin,2,16,111,29,18,3,0.448,0,0.375,6.9,1.8,1.1,0.2,-0.1,-0.043,-7.8,-0.2,KevinMcHale,kevinmchale,1,W,4960,13.59,95,3,1,0,0,0,0,0
2448,GordonMalone,gordonmalone,0,0,1997,43,MIN,West Virginia University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinMcHale,kevinmchale,1,W,4960,13.59,95,3,1,0,0,0,0,0
2449,RashoNesterovic,rashonesterovic,0,0,1998,17,MIN,0,12,811,17983,5519,4143,836,0.502,0.077,0.585,22.2,6.8,5.1,1,39.9,0.107,0.4,11,KevinMcHale,kevinmchale,1,W,4960,13.59,95,4,0,0,0,0,0,0
2450,AndraePatterson,andraepatterson,0,0,1998,46,MIN,Indiana University,2,40,304,120,67,16,0.455,0,0.778,7.6,3,1.7,0.4,0.7,0.114,-0.5,0.1,KevinMcHale,kevinmchale,1,W,4960,13.59,95,4,1,0,0,0,0,0
2451,WallySzczerbiak,wallyszczerbiak,0,0,1999,6,MIN,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127,0.5,12.8,KevinMcHale,kevinmchale,1,W,4960,13.59,95,5,1,0,0,0,0,0
2452,WilliamAvery,williamavery,0,0,1999,14,MIN,Duke University,3,142,1205,379,93,199,0.33,0.255,0.714,8.5,2.7,0.7,1.4,-0.9,-0.034,-7.2,-1.6,KevinMcHale,kevinmchale,1,W,4960,13.59,95,5,1,0,0,0,0,0
2453,LouisBullock,louisbullock,0,0,1999,42,MIN,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinMcHale,kevinmchale,1,W,4960,13.59,95,5,1,0,0,0,0,0
2454,IgorRakocevic,igorrakocevic,0,0,2000,51,MIN,0,1,42,244,78,17,33,0.379,0.417,0.806,5.8,1.9,0.4,0.8,0.1,0.022,-7.1,-0.3,KevinMcHale,kevinmchale,1,W,4960,13.59,95,6,0,0,0,0,0,0
2455,LorenWoods,lorenwoods,0,0,2001,45,MIN,University of Arizona,6,215,2428,555,682,74,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062,-2.9,-0.6,KevinMcHale,kevinmchale,1,W,4960,13.59,95,7,1,0,0,0,0,0
2456,MarcusTaylor,marcustaylor,0,0,2002,51,MIN,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinMcHale,kevinmchale,1,W,4960,13.59,95,8,1,0,0,0,0,0
2457,NdudiEbi,ndudiebi,0,0,2003,26,MIN,0,2,19,86,40,19,4,0.486,0,0.462,4.5,2.1,1,0.2,0.1,0.051,-5.4,-0.1,KevinMcHale,kevinmchale,1,W,4960,13.59,95,9,0,0,0,0,0,0
2458,RickRickert,rickrickert,0,0,2003,55,MIN,University of Minnesota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinMcHale,kevinmchale,1,W,4960,13.59,95,9,1,0,0,0,0,0
2459,BlakeStepp,blakestepp,0,0,2004,58,MIN,Gonzaga University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinMcHale,kevinmchale,1,W,4960,13.59,95,10,1,0,0,0,0,0
2460,RashadMcCants,rashadmccants,0,0,2005,14,MIN,University of North Carolina,4,249,5037,2479,506,331,0.431,0.368,0.741,20.2,10,2,1.3,3.6,0.035,-2.5,-0.6,KevinMcHale,kevinmchale,1,W,4960,13.59,95,11,1,0,0,0,0,0
2461,BraceyWright,braceywright,0,0,2005,47,MIN,Indiana University,2,26,325,129,39,20,0.405,0.324,0.794,12.5,5,1.5,0.8,0.5,0.068,-3.7,-0.1,KevinMcHale,kevinmchale,1,W,4960,13.59,95,11,1,0,0,0,0,0
2462,BrandonRoy,brandonroy,2,3,2006,6,MIN,University of Washington,6,326,11561,6136,1388,1517,0.459,0.348,0.8,35.5,18.8,4.3,4.7,37.4,0.155,3.2,15.2,KevinMcHale,kevinmchale,1,W,4960,13.59,95,12,1,0,0,0,0,0
2463,BobbyJones,bobbyjones,1,5,2006,37,MIN,University of Washington,2,91,867,288,149,44,0.442,0.306,0.685,9.5,3.2,1.6,0.5,1.1,0.06,-3.5,-0.3,KevinMcHale,kevinmchale,1,W,4960,13.59,95,12,1,0,0,0,0,0
2464,CraigSmith,craigsmith,0,0,2006,36,MIN,Boston College,6,403,6826,3080,1567,322,0.553,0.037,0.661,16.9,7.6,3.9,0.8,16,0.113,-1.5,0.9,KevinMcHale,kevinmchale,1,W,4960,13.59,95,12,1,0,0,0,0,0
2465,LoukasMavrokefalidis,loukasmavrokefalidis,0,0,2006,57,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinMcHale,kevinmchale,1,W,4960,13.59,95,12,0,0,0,0,0,0
2466,CoreyBrewer,coreybrewer,0,0,2007,7,MIN,University of Florida,9,629,15757,6190,1883,1047,0.424,0.287,0.712,25.1,9.8,3,1.7,18,0.055,-0.9,4.4,KevinMcHale,kevinmchale,1,W,4960,13.59,95,13,1,0,0,0,0,0
2467,ChrisRichard,chrisrichard,0,0,2007,41,MIN,University of Florida,2,70,780,135,194,25,0.483,0,0.605,11.1,1.9,2.8,0.4,0.7,0.045,-3.5,-0.3,KevinMcHale,kevinmchale,1,W,4960,13.59,95,13,1,0,0,0,0,0
2468,O.J.Mayo,o.j.mayo,0,0,2008,3,MIN,University of Southern California,8,547,16919,7574,1706,1607,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.8,5.1,KevinMcHale,kevinmchale,1,W,4960,13.59,95,14,1,0,0,0,0,0
2469,NikolaPekovic,nikolapekovic,0,0,2008,31,MIN,0,6,271,6744,3405,1807,199,0.518,0,0.76,24.9,12.6,6.7,0.7,18.8,0.134,-0.8,2,KevinMcHale,kevinmchale,1,W,4960,13.59,95,14,0,0,0,0,0,0
2470,MarioChalmers,mariochalmers,0,0,2008,34,MIN,University of Kansas,8,580,15824,5236,1428,2215,0.421,0.358,0.786,27.3,9,2.5,3.8,31.7,0.096,0.5,10.1,KevinMcHale,kevinmchale,1,W,4960,13.59,95,14,1,0,0,0,0,0
2471,DeShawnStevenson,deshawnstevenson,0,0,2000,23,UTA,0,13,824,18396,5930,1832,1355,0.406,0.34,0.698,22.3,7.2,2.2,1.6,12.1,0.032,-3,-4.6,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,1,0,0,0,0,0,0
2472,KanielDickens,kanieldickens,0,0,2000,50,UTA,University of Idaho,3,19,85,22,12,2,0.4,0.333,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-5,-0.1,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,1,1,0,0,0,0,0
2473,RaulLopez,raullopez,0,0,2001,24,UTA,0,2,113,2135,733,194,428,0.429,0.346,0.853,18.9,6.5,1.7,3.8,2.1,0.047,-3.5,-0.8,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,2,0,0,0,0,0,0
2474,JarronCollins,jarroncollins,0,0,2001,52,UTA,Stanford University,10,542,8542,2095,1579,419,0.455,0,0.699,15.8,3.9,2.9,0.8,15.7,0.088,-1.8,0.5,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,2,1,0,0,0,0,0
2475,RyanHumphrey,ryanhumphrey,0,0,2002,19,UTA,University of Notre Dame,3,85,772,197,189,18,0.344,0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027,-7.6,-1.1,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,3,1,0,0,0,0,0
2476,JamalSampson,jamalsampson,0,0,2002,46,UTA,University of California,5,72,631,142,242,26,0.491,0,0.537,8.8,2,3.4,0.4,1.4,0.106,-2.1,0,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,3,1,0,0,0,0,0
2477,SashaPavlovic,sashapavlovic,0,0,2003,19,UTA,0,10,567,8888,2787,1000,517,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7,0.038,-3.4,-3.2,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,4,0,0,0,0,0,0
2478,MoWilliams,mowilliams,0,0,2003,47,UTA,University of Alabama,13,818,23872,10759,2264,3990,0.434,0.378,0.871,29.2,13.2,2.8,4.9,40,0.08,-0.5,8.9,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,4,1,0,0,0,0,0
2479,KrisHumphries,krishumphries,0,0,2004,14,UTA,University of Minnesota,12,744,13543,5093,4108,527,0.466,0.269,0.696,18.2,6.8,5.5,0.7,28.6,0.101,-1.9,0.2,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,5,1,0,0,0,0,0
2480,KirkSnyder,kirksnyder,0,0,2004,16,UTA,"University of Nevada, Reno",4,211,3540,1333,491,241,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061,-2,0,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,5,1,0,0,0,0,0
2481,PavelPodkolzin,pavelpodkolzin,0,0,2004,21,UTA,0,2,6,28,4,9,0,0,0,0.5,4.7,0.7,1.5,0,-0.1,-0.163,-18.8,-0.1,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,5,0,0,0,0,0,0
2482,DeronWilliams,deronwilliams,2,3,2005,3,UTA,University of Illinois at Urbana-Champaign,11,781,27208,13103,2472,6459,0.445,0.357,0.822,34.8,16.8,3.2,8.3,74.9,0.132,1.5,23.9,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,6,1,0,0,0,0,0
2483,C.J.Miles,c.j.miles,0,0,2005,34,UTA,0,11,639,13152,6191,1523,763,0.416,0.352,0.799,20.6,9.7,2.4,1.2,22.4,0.082,-1,3.4,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,6,0,0,0,0,0,0
2484,RobertWhaley,robertwhaley,0,0,2005,51,UTA,Walsh University,1,23,212,49,43,17,0.404,0,0.5,9.2,2.1,1.9,0.7,0,0.004,-3.5,-0.1,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,6,1,0,0,0,0,0
2485,DeeBrown,deebrown,0,0,2006,46,UTA,University of Illinois at Urbana-Champaign,2,68,711,140,69,119,0.34,0.25,0.643,10.5,2.1,1,1.8,0.1,0.008,-4.1,-0.4,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,7,1,0,0,0,0,0
2486,RonnieBrewer,ronniebrewer,0,0,2006,14,UTA,University of Arkansas,8,502,11539,3940,1427,828,0.49,0.254,0.675,23,7.8,2.8,1.6,30.4,0.127,1.7,10.7,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,7,1,0,0,0,0,0
2487,PaulMillsap,paulmillsap,0,0,2006,47,UTA,Louisiana Tech University,10,768,22340,10644,5721,1670,0.499,0.334,0.732,29.1,13.9,7.4,2.2,73.1,0.157,3.5,30.8,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,7,1,0,0,0,0,0
2488,MorrisAlmond,morrisalmond,0,0,2007,25,UTA,Rice University,3,38,361,119,46,12,0.381,0.292,0.743,9.5,3.1,1.2,0.3,0,0.005,-6.4,-0.4,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,8,1,0,0,0,0,0
2489,HerbertHill,herberthill,0,0,2007,55,UTA,Providence College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,8,1,0,0,0,0,0
2490,KostaKoufos,kostakoufos,0,0,2008,23,UTA,Ohio State University,8,502,7959,2810,2400,189,0.529,0,0.604,15.9,5.6,4.8,0.4,21.1,0.127,-0.8,2.4,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,9,1,0,0,0,0,0
2491,AnteTomic,antetomic,0,0,2008,44,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,9,0,0,0,0,0,0
2492,TadijaDragicevic,tadijadragicevic,0,0,2008,53,UTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,9,0,0,0,0,0,0
2493,EricMaynor,ericmaynor,0,0,2009,20,UTA,Virginia Commonwealth University,5,267,3896,1141,348,760,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.041,-4.7,-2.7,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,10,1,0,0,0,0,0
2494,GoranSuton,goransuton,0,0,2009,50,UTA,Michigan State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,10,1,0,0,0,0,0
2495,GordonHayward,gordonhayward,0,0,2010,9,UTA,Butler University,6,443,13648,6476,1755,1510,0.438,0.36,0.815,30.8,14.6,4,3.4,32.6,0.115,1.6,12.4,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,11,1,0,0,0,0,0
2496,JeremyEvans,jeremyevans,0,0,2010,55,UTA,Western Kentucky University,6,249,2621,877,640,107,0.568,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,1.1,2,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,11,1,0,0,0,0,0
2497,EnesKanter,eneskanter,0,0,2011,3,UTA,0,5,373,7946,3998,2515,202,0.526,0.391,0.763,21.3,10.7,6.7,0.5,20.7,0.125,-2.8,-1.6,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,12,0,0,0,0,0,1
2498,AlecBurks,alecburks,0,0,2011,12,UTA,University of Colorado,5,259,5965,2751,757,504,0.432,0.365,0.751,23,10.6,2.9,1.9,8.9,0.071,-1.9,0.2,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,12,1,0,0,0,0,1
2499,KevinMurphy,kevinmurphy,0,0,2012,47,UTA,Tennessee Technological University,1,17,52,15,4,2,0.25,0.2,0,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2,KevinO'Connor,kevino'connor,0,W,4730,12.96,96,13,1,0,0,0,1,0
2500,GregOden,gregoden,0,0,2007,1,POR,Ohio State University,3,105,2028,840,656,51,0.574,0,0.658,19.3,8,6.2,0.5,7.3,0.174,1.1,1.6,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,1,1,0,0,0,0,0
2501,JoshMcRoberts,joshmcroberts,0,0,2007,37,POR,Duke University,9,409,7884,2226,1612,851,0.47,0.336,0.706,19.3,5.4,3.9,2.1,18.2,0.111,1.1,6.2,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,1,1,0,0,0,0,0
2502,DerrickByars,derrickbyars,0,0,2007,42,POR,Vanderbilt University,1,2,37,10,11,1,0.273,0,1,18.5,5,5.5,0.5,0.1,0.147,0.6,0,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,1,1,0,0,0,0,0
2503,TaureanGreen,taureangreen,0,0,2007,52,POR,University of Florida,1,17,74,27,10,11,0.28,0.182,0.917,4.4,1.6,0.6,0.6,-0.1,-0.066,-8.2,-0.1,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,1,1,0,0,0,0,0
2504,DemetrisNichols,demetrisnichols,0,0,2007,53,POR,Syracuse University,2,18,58,22,7,2,0.281,0.2,0.5,3.2,1.2,0.4,0.1,-0.2,-0.203,-15.3,-0.2,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,1,1,0,0,0,0,0
2505,BrandonRush,brandonrush,0,0,2008,13,POR,University of Kansas,8,434,9534,3053,1314,423,0.43,0.403,0.705,22,7,3,1,10.8,0.054,-1.7,0.7,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,2,1,0,0,0,0,0
2506,JoeyDorsey,joeydorsey,0,0,2008,33,POR,University of Memphis,4,130,1488,344,513,55,0.534,0,0.375,11.4,2.6,3.9,0.4,2.9,0.092,-1.3,0.3,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,2,1,0,0,0,0,0
2507,OmerAsik,omerasik,0,0,2008,36,POR,0,6,422,8552,2372,3152,262,0.531,0,0.552,20.3,5.6,7.5,0.6,19.9,0.112,-1.3,1.5,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,2,0,0,0,0,0,0
2508,MikeTaylor,miketaylor,0,0,2008,55,POR,Iowa State University,1,51,771,289,87,106,0.412,0.325,0.691,15.1,5.7,1.7,2.1,-0.4,-0.028,-5.5,-0.7,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,2,1,0,0,0,0,0
2509,VictorClaver,victorclaver,0,0,2009,22,POR,0,3,80,1072,258,178,56,0.398,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011,-3.3,-0.4,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,3,0,0,0,0,0,0
2510,DanteCunningham,dantecunningham,0,0,2009,33,POR,Villanova University,7,512,10736,3087,1913,371,0.469,0.269,0.653,21,6,3.7,0.7,17.6,0.079,-1.1,2.4,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,3,1,0,0,0,0,0
2511,JonBrockman,jonbrockman,0,0,2009,38,POR,University of Washington,3,150,1570,320,472,49,0.488,0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-2.1,0,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,3,1,0,0,0,0,0
2512,PatrickMills,patrickmills,0,0,2009,55,POR,Saint Mary's College of California,7,361,5728,2705,533,677,0.436,0.389,0.836,15.9,7.5,1.5,1.9,14.9,0.125,0.8,4,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,3,1,0,0,0,0,0
2513,ElliotWilliams,elliotwilliams,0,0,2010,22,POR,University of Memphis,4,109,1470,537,161,94,0.421,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-5.3,-1.2,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,4,1,0,0,0,0,0
2514,ArmonJohnson,armonjohnson,0,0,2010,34,POR,"University of Nevada, Reno",2,47,401,157,49,56,0.458,0.4,0.679,8.5,3.3,1,1.2,-0.1,-0.015,-6.2,-0.4,KevinPritchard,kevinpritchard,1,W,1183,3.24,97,4,1,0,0,0,0,0
2515,NikolozTskitishvili,nikoloztskitishvili,0,0,2002,5,DEN,0,4,172,1946,507,307,114,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039,-6.3,-2.1,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,1,0,0,0,0,0,0
2516,FrankWilliams,frankwilliams,0,0,2002,25,DEN,University of Illinois at Urbana-Champaign,3,86,952,253,77,166,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003,-5,-0.7,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,1,1,0,0,0,0,0
2517,VincentYarbrough,vincentyarbrough,0,0,2002,32,DEN,University of Tennessee,1,59,1381,406,162,130,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1,0.035,-2.4,-0.1,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,1,1,0,0,0,0,0
2518,CarmeloAnthony,carmeloanthony,6,9,2003,3,DEN,Syracuse University,13,902,32796,22497,5993,2844,0.453,0.344,0.812,36.4,24.9,6.6,3.2,92.3,0.135,1.5,28.6,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,2,1,0,0,0,0,0
2519,SaniBecirovic,sanibecirovic,0,0,2003,46,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,2,0,0,0,0,0,0
2520,JameerNelson,jameernelson,0,0,2004,20,DEN,Saint Joseph's University,12,753,21481,9006,2299,3944,0.437,0.368,0.814,28.5,12,3.1,5.2,44.9,0.1,0.4,13.2,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,3,1,0,0,0,0,0
2521,JuliusHodge,juliushodge,0,0,2005,20,DEN,North Carolina State University,2,23,98,28,15,18,0.44,0,0.5,4.3,1.2,0.7,0.8,0,0.003,-4.5,-0.1,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,4,1,0,0,0,0,0
2522,JarrettJack,jarrettjack,0,0,2005,22,DEN,Georgia Institute of Technology,11,803,22559,8877,2296,3599,0.44,0.346,0.856,28.1,11.1,2.9,4.5,35.6,0.076,-1,5.7,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,4,1,0,0,0,0,0
2523,AxelHervelle,axelhervelle,0,0,2005,52,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,4,0,0,0,0,0,0
2524,LeonPowe,leonpowe,0,0,2006,49,DEN,University of California,5,239,3320,1484,911,78,0.515,0,0.682,13.9,6.2,3.8,0.3,12,0.174,-2.3,-0.2,KikiVandeweghe,kikivandeweghe,1,W,1730,4.74,98,5,1,0,0,0,0,0
2525,BrookLopez,brooklopez,0,0,2008,10,NJN,Stanford University,8,487,15896,8905,3602,691,0.511,0.097,0.791,32.6,18.3,7.4,1.4,44.7,0.135,0.8,11.2,KikiVandeweghe,kikivandeweghe,1,W,741,2.03,98,6,1,0,0,0,0,0
2526,RyanAnderson,ryananderson,0,0,2008,21,NJN,University of California,8,484,12592,6337,2691,437,0.423,0.377,0.861,26,13.1,5.6,0.9,37,0.141,1.1,9.8,KikiVandeweghe,kikivandeweghe,1,W,741,2.03,98,6,1,0,0,0,0,0
2527,ChrisDouglas-Roberts,chrisdouglas-roberts,0,0,2008,40,NJN,University of Memphis,6,222,4381,1571,472,254,0.439,0.329,0.831,19.7,7.1,2.1,1.1,5.4,0.059,-2.9,-1,KikiVandeweghe,kikivandeweghe,1,W,741,2.03,98,6,1,0,0,0,0,0
2528,TerrenceWilliams,terrencewilliams,0,0,2009,11,NJN,University of Louisville,4,153,2922,1085,545,364,0.412,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4,KikiVandeweghe,kikivandeweghe,1,W,741,2.03,98,7,1,0,0,0,0,0
2529,MarkieffMorris,markieffmorris,0,0,2011,13,PHO,University of Kansas,5,372,9427,4275,2018,633,0.445,0.323,0.759,25.3,11.5,5.4,1.7,14.7,0.075,-0.6,3.4,LanceBlanks,lanceblanks,1,AA,991,2.72,99,1,1,0,0,0,0,1
2530,KendallMarshall,kendallmarshall,0,0,2012,13,PHO,University of North Carolina,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-5.6,-2.8,LanceBlanks,lanceblanks,1,AA,991,2.72,99,2,1,0,0,0,1,0
2531,DavidHarrison,davidharrison,0,0,2004,29,IND,University of Colorado,4,189,2686,949,549,47,0.53,0,0.525,14.2,5,2.9,0.2,3.2,0.057,-3.4,-1,LarryBird,larrybird,1,W,3274,8.97,100,1,1,0,0,0,0,0
2532,RashadWright,rashadwright,0,0,2004,59,IND,University of Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LarryBird,larrybird,1,W,3274,8.97,100,1,1,0,0,0,0,0
2533,DannyGranger,dannygranger,0,0,2005,17,IND,University of New Mexico,10,586,18487,9855,2888,1097,0.434,0.38,0.848,31.5,16.8,4.9,1.9,48.5,0.126,1.5,16.1,LarryBird,larrybird,1,W,3274,8.97,100,2,1,0,0,0,0,0
2534,ErazemLorbek,erazemlorbek,0,0,2005,46,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LarryBird,larrybird,1,W,3274,8.97,100,2,0,0,0,0,0,0
2535,ShawneWilliams,shawnewilliams,0,0,2006,17,IND,University of Memphis,7,314,5368,1769,945,220,0.403,0.339,0.755,17.1,5.6,3,0.7,6.7,0.06,-2,0,LarryBird,larrybird,1,W,3274,8.97,100,3,1,0,0,0,0,0
2536,AlexanderJohnson,alexanderjohnson,0,0,2006,45,IND,Florida State University,2,102,1302,439,275,30,0.517,0,0.672,12.8,4.3,2.7,0.3,1.5,0.056,-4.3,-0.7,LarryBird,larrybird,1,W,3274,8.97,100,3,1,0,0,0,0,0
2537,JerrydBayless,jerrydbayless,0,0,2008,11,IND,University of Arizona,8,510,10833,4360,1081,1488,0.415,0.365,0.825,21.2,8.5,2.1,2.9,17.7,0.078,-1.7,0.8,LarryBird,larrybird,1,W,3274,8.97,100,4,1,0,0,0,0,0
